Date,Market,Contracts,Points,SCALEDPROFIT,REALPROFIT
20081208,SB2,-33,1.347,-1.12121,-0.49950
20081229,BP,-9,0.025,-1.30526,-0.14097
20090106,LB,-31,-22.100,1.67310,0.75206
20090122,RR2,-19,-33.310,0.66120,0.12563
20090123,FCE,-12,14.000,-0.06905,-0.01740
20090211,NK,-8,430.000,-1.07750,-0.17240
20090216,GO,-6,35.695,-1.13476,-0.21447
20090218,HO2,-4,0.238,-2.56372,-0.39994
20090218,SP,-2,6.884,-0.09863,-0.03452
20090223,DAX,-3,204.805,-0.40457,-0.15375
20090223,CT2,-19,1.986,-0.62372,-0.18961
20090224,ND,-3,76.468,-0.76518,-0.22955
20090302,CD,-10,0.036,-3.58370,-0.35837
20090311,BP,-9,0.103,-5.38771,-0.58187
20090330,NG2,-6,0.225,-1.07619,-0.13560
20090401,JY,-8,0.034,-1.38065,-0.34240
20090529,TY2,-17,0.432,-0.39731,-0.07430
20090609,GBS,-103,0.581,-1.50372,-0.60404
20090706,NG2,-9,0.341,-1.62505,-0.30713
20090807,BAX,-201,0.106,-0.87138,-0.54471
20090807,W2,-20,-32.690,0.67896,0.32590
20090814,NG2,-9,-0.556,2.64357,0.49964
20090819,LB,-26,-8.059,0.60792,0.22919
20091005,S2,-13,95.268,-1.40246,-0.61989
20091113,NG2,-8,0.476,-2.26838,-0.38109
20091119,NK,-22,42.350,-0.10837,-0.04769
20091229,LLG,-26,2.288,-0.76427,-0.59613
20100121,EC,-12,-0.108,6.01194,1.62322
20100128,SF,-16,-0.000,-0.00081,-0.00026
20100129,GO,-11,38.227,-1.21516,-0.42105
20100204,BP,-18,-0.055,2.86901,0.61971
20100208,CL2,-8,6.071,-1.35031,-0.48611
20100222,LLG,-27,2.395,-0.80013,-0.64811
20100225,RR2,-31,-63.600,1.26700,0.39277
20100311,W2,-23,13.753,-0.28859,-0.15930
20100312,NG2,-8,-0.091,0.43152,0.07250
20100325,JY,-13,0.005,-0.20464,-0.08247
20100405,BAX,-202,0.014,-0.12460,-0.07827
20100406,SB2,-18,-0.255,0.20802,0.05055
20100421,BAX,-170,0.100,-0.81752,-0.43222
20100428,SF,-17,-0.028,1.77763,0.60439
20100429,RR2,-32,-187.105,3.73710,1.19587
20100507,BP,-19,0.010,-0.50323,-0.11474
20100514,EC,-11,0.013,-0.72633,-0.17977
20100526,W2,-28,6.065,-0.12844,-0.08631
20100526,S2,-22,44.985,-0.66301,-0.49594
20100527,EC,-10,0.023,-1.28478,-0.28907
20100603,LB,-21,-19.459,1.47275,0.44845
20100608,AD,-16,0.042,-2.82333,-0.67760
20100630,SP,-4,41.132,-0.58789,-0.41152
20100630,ND,-5,74.103,-0.74153,-0.37076
20100630,NK,-19,183.250,-0.46063,-0.17504
20100707,CT2,-24,3.266,-1.02369,-0.39310
20100720,LEU,-153,0.160,-0.80950,-0.61927
20100813,RB2,-8,0.075,-0.63223,-0.25289
20100825,GO,-11,55.870,-1.77524,-0.61512
20100825,HO2,-8,0.179,-1.92742,-0.60136
20100825,CL2,-9,7.073,-1.57287,-0.63701
20100901,CD,-16,0.036,-3.62430,-0.57989
20101001,NG2,-11,-0.079,0.37605,0.08687
20101214,LLG,-25,-0.702,0.23247,0.17435
20110111,LSS,-357,0.092,-0.34143,-0.42661
20110117,GBS,-148,-0.320,0.80769,0.46620
20110203,LSS,-314,0.141,-0.51893,-0.57030
20110207,TY2,-23,1.981,-1.80568,-0.45684
20110209,TU2,-85,0.370,-3.31317,-0.63364
20110406,LB,-21,-67.739,5.13537,1.56372
20110407,GBS,-129,0.325,-0.84615,-0.42570
20110411,LES,-247,0.101,-0.51550,-0.63664
20110411,LEU,-154,0.148,-0.74825,-0.57615
20110413,SB2,-13,-0.122,0.09743,0.01710
20110505,HG2,-8,9.904,-0.80028,-0.19847
20110607,NK,-20,585.600,-1.46650,-0.58660
20110616,LB,-20,26.896,-2.04383,-0.59271
20110616,W2,-13,-23.770,0.49312,0.15386
20110616,CT2,-6,-13.700,4.27813,0.41070
20110623,RR2,-24,86.950,-1.74400,-0.41856
20110624,S2,-13,77.182,-1.13651,-0.50234
20110628,CL2,-6,9.218,-2.04962,-0.55340
20110715,FCE,-29,119.920,-0.57343,-0.34922
20110802,FCE,-29,-342.000,1.62619,0.99035
20110802,LB,-20,11.900,-0.90621,-0.26280
20110803,SP,-4,-77.841,1.11173,0.77821
20110805,CL2,-6,2.869,-0.63871,-0.17245
20110805,DAX,-6,-209.770,0.41358,0.31436
20110808,NG2,-14,-1.782,8.48276,2.49393
20110808,ND,-5,0.588,-0.00637,-0.00319
20110810,HO2,-6,0.224,-2.41578,-0.56529
20110810,CD,-21,-0.051,5.05300,1.06113
20110819,DAX,-5,90.250,-0.17850,-0.11306
20110822,NK,-22,352.800,-0.88450,-0.38918
20110822,ED,-217,0.032,-0.42000,-0.18228
20110907,FCE,-22,78.860,-0.37790,-0.17459
20110907,EC,-9,-0.024,1.32411,0.26813
20110912,BP,-22,-0.002,0.08740,0.02307
20110922,W2,-14,-32.753,0.68026,0.22857
20110923,HG2,-8,-1.675,0.13351,0.03311
20110923,AD,-14,0.012,-0.81640,-0.17144
20110927,PA2,-9,4.702,-0.11880,-0.04277
20110929,LB,-21,6.560,-0.50110,-0.15259
20111003,CL2,-6,6.569,-1.46089,-0.39444
20111003,GO,-8,64.678,-2.05484,-0.51782
20111003,HO2,-6,0.174,-1.87178,-0.43800
20111004,SP,-3,87.328,-1.24783,-0.65511
20111004,ED,-180,-0.044,0.53062,0.19102
20111005,S2,-16,68.743,-1.01239,-0.55074
20111021,HG2,-7,31.651,-2.55411,-0.55424
20111024,LSS,-363,-0.045,0.14679,0.18649
20111108,CT2,-11,-2.234,0.69488,0.12230
20111114,RR2,-25,-43.750,0.87000,0.21750
20111118,SB2,-17,0.898,-0.74879,-0.17185
20111122,NK,-20,442.500,-1.10875,-0.44350
20111122,S2,-15,30.005,-0.44272,-0.22579
20111128,RB2,-6,0.230,-1.93661,-0.58098
20111128,SF,-7,0.017,-1.07262,-0.15017
20111201,LB,-23,20.669,-1.57144,-0.52408
20111213,EC,-9,-0.000,0.00033,0.00007
20111215,GC2,-4,90.275,-1.41133,-0.36130
20111215,SI2,-2,292.728,-1.30146,-0.29283
20111221,LES,-119,-0.100,0.49250,0.29304
20111223,BAX,-104,-0.328,2.62138,0.84786
20111230,BP,-21,0.033,-1.73870,-0.43815
20120202,RR2,-28,79.500,-1.59500,-0.44660
20120215,JY,-18,-0.054,2.17734,1.21496
20120302,NG2,-15,-0.324,1.54138,0.48553
20120305,CT2,-17,5.043,-1.57897,-0.42948
20120509,GC2,-7,12.210,-0.19156,-0.08582
20120509,PA2,-11,17.812,-0.44654,-0.19648
20120511,CT2,-19,-8.028,2.50553,0.76168
20120514,SI2,-4,-28.417,0.12585,0.05663
20120514,AD,-19,0.003,-0.18127,-0.05166
20120514,W2,-23,49.773,-1.03901,-0.57353
20120514,SB2,-31,0.337,-0.28304,-0.11845
20120517,LSS,-400,0.121,-0.44500,-0.62300
20120518,FCE,-30,183.530,-0.87633,-0.55209
20120521,CL2,-9,-7.343,1.63067,0.66042
20120521,HG2,-9,8.536,-0.69004,-0.19252
20120524,HO2,-9,-0.144,1.54692,0.54297
20120524,EC,-13,0.016,-0.86889,-0.25415
20120530,SF,-16,0.019,-1.17913,-0.37732
20120531,GO,-12,-15.155,0.47952,0.18126
20120601,DAX,-6,125.195,-0.24746,-0.18809
20120604,CD,-27,0.022,-2.16920,-0.58568
20120612,RB2,-8,0.104,-0.87388,-0.34955
20120628,PA2,-12,31.052,-0.77754,-0.37322
20120709,EC,-14,0.013,-0.73878,-0.23272
20120709,SF,-16,0.013,-0.80519,-0.25766
20120803,HG2,-10,20.809,-1.67976,-0.52072
20120821,LES,-200,0.012,-0.07000,-0.07000
20121018,TU2,-228,0.099,-0.90069,-0.46206
20121022,GBS,-243,0.211,-0.55295,-0.52403
20121026,SB2,-30,-0.452,0.37137,0.15041
20121113,RR2,-35,49.835,-1.00170,-0.35059
20121113,S2,-11,83.283,-1.22621,-0.45860
20121116,JY,-20,-0.137,5.50911,3.41565
20121116,W2,-16,-128.232,2.66943,1.02506
20121211,GO,-11,56.410,-1.79238,-0.62106
20121219,LLG,-30,1.983,-0.66283,-0.59655
20121231,LES,-320,-0.031,0.14700,0.23520
20130103,LLG,-31,-0.315,0.10320,0.09598
20130107,S2,-13,89.388,-1.31599,-0.58167
20130110,NG2,-16,0.356,-1.69986,-0.57115
20130123,BP,-38,-0.063,3.27339,1.49266
20130128,CD,-36,-0.007,0.69910,0.25168
20130129,LEU,-268,0.092,-0.46975,-0.62946
20130204,TY2,-41,1.561,-1.42386,-0.64216
20130214,GC2,-10,-248.900,3.88828,2.48850
20130220,SI2,-5,-651.000,2.89289,1.62725
20130307,JY,-14,0.010,-0.41984,-0.18221
20130307,RR2,-46,-16.025,0.31550,0.14513
20130328,SF,-20,0.025,-1.56419,-0.62568
20130401,HG2,-15,-25.150,2.02661,0.94237
20130401,SB2,-48,0.240,-0.20281,-0.13142
20130402,W2,-24,47.383,-0.98922,-0.56979
20130408,JY,-13,-0.014,0.55081,0.22198
20130415,HO2,-10,-0.084,0.90333,0.35230
20130417,GO,-14,-10.000,0.31587,0.13930
